user_id,signup_ts,country,acquisition_channel,native_language,learning_language
2099,2025-09-22T17:00:00,br,social,English,English
2100,2025-09-22T17:45:00,us,social,English,Spanish
2101,2025-09-22T19:58:00,PL,organic,English,German
2102,2025-09-22T01:14:00,pl ,app_store,English,English
2103,2025-09-22T17:42:00,IN,app_store,English,Spanish
2104,2025-09-22T03:20:00,GB,organic,English,Japanese
2105,2025-09-22T05:04:00,JP,organic,English,German
2106,2025-09-22T22:20:00,FR,organic,English,English
2107,2025-09-22T17:27:00,BR,organic,English,Spanish
2108,2025-09-22T19:14:00,FR,organic,English,Japanese
2109,2025-09-22T05:06:00,PL,app_store,English,French
2110,2025-09-22T02:05:00,FR,paid_search,English,French
2111,2025-09-22T08:17:00,FR,organic,English,Japanese
2112,2025-09-22T15:40:00,ES,social,English,Japanese
2113,2025-09-22T13:19:00,FR,organic,English,German
2114,2025-09-23T05:25:00,de,organic,English,English
2115,2025-09-23T17:40:00,FR,organic,English,English
2116,2025-09-23T21:39:00,us,referral,English,German
2117,2025-09-23T22:43:00,UK,paid_search,English,Italian
2118,2025-09-23T19:36:00,pl ,social,English,Japanese
2119,2025-09-23T07:58:00,ES,organic,English,Spanish
2120,2025-09-23T03:06:00,PL,app_store,English,Japanese
2121,2025-09-23T20:36:00,us,organic,English,English
2122,2025-09-23T12:43:00,UK,organic,English,Spanish
2123,2025-09-23T15:49:00,ES,social,English,Italian
2124,2025-09-23T19:59:00,IN,organic,English,German
2125,2025-09-23T05:36:00,UK,social,English,Japanese
2126,2025-09-23T17:48:00, US,organic,English,Spanish
2127,2025-09-23T02:16:00,JP,paid_search,English,Japanese
2128,2025-09-23T03:47:00,UK,paid_search,English,German
2129,2025-09-23T08:13:00,BR,organic,English,Japanese
2130,2025-09-23T02:18:00,MX,app_store,English,Italian
2131,2025-09-23T09:43:00,Pl,social,English,Japanese
2132,2025-09-23T15:02:00,JP,app_store,English,Italian
2133,2025-09-23T13:38:00,IN,organic,English,Spanish
2134,2025-09-23T16:56:00,pl ,paid_search,English,French
2135,2025-09-23T23:22:00,br,social,English,Italian
2136,2025-09-23T17:58:00,MX,referral,English,Italian
2137,2025-09-24T14:42:00,MX,organic,English,English
2138,2025-09-24T15:25:00,IN,paid_search,English,Italian
2139,2025-09-24T06:58:00,pl ,organic,English,French
2140,2025-09-24T06:21:00,MX,organic,English,Italian
2141,2025-09-24T10:23:00,br,paid_search,English,Spanish
2142,2025-09-24T12:51:00,PL,paid_search,English,Italian
2143,2025-09-24T17:46:00,br,organic,English,German
2144,2025-09-24T22:17:00,IN,organic,English,Japanese
2145,2025-09-24T19:52:00,GB,social,English,Spanish
2146,2025-09-24T15:58:00,GB,organic,English,English
2147,2025-09-24T18:59:00,FR,social,English,French
2148,2025-09-24T14:48:00,DE,organic,English,Japanese
2149,2025-09-24T22:07:00,US,app_store,English,French
2150,2025-09-24T12:46:00,Pl,referral,English,English
2151,2025-09-24T12:23:00,UK,social,English,English
2152,2025-09-24T17:05:00,FR,paid_search,English,English
2153,2025-09-24T12:00:00,de,paid_search,English,English
2154,2025-09-24T02:03:00,IN,organic,English,Japanese
2155,2025-09-24T12:04:00,br,organic,English,English
2156,2025-09-24T17:44:00,FR,app_store,English,French
2157,2025-09-24T09:31:00,BR,organic,English,Spanish
2158,2025-09-24T12:59:00,br,organic,English,English
2159,2025-09-24T11:35:00,MX,paid_search,English,Spanish
2160,2025-09-25T14:04:00,PL,social,English,English
2161,2025-09-25T19:00:00,IN,organic,English,French
2162,2025-09-25T10:07:00,pl ,social,English,Spanish
2163,2025-09-25T02:48:00,de,referral,English,French
2164,2025-09-25T02:39:00,MX,organic,English,German
2165,2025-09-25T10:13:00,US,app_store,English,English
2166,2025-09-25T09:19:00,DE,paid_search,English,German
2167,2025-09-25T23:58:00,PL,organic,English,French
2168,2025-09-25T10:02:00,MX,organic,English,Spanish
2169,2025-09-25T20:53:00,FR,paid_search,English,Spanish
2170,2025-09-25T09:26:00,FR,organic,English,French
2171,2025-09-25T06:08:00,US,organic,English,Spanish
2172,2025-09-25T21:43:00,IN,app_store,English,German
2173,2025-09-25T00:42:00,ES,social,English,Italian
2174,2025-09-25T14:18:00,pl ,social,English,Japanese
2175,2025-09-25T11:48:00,FR,app_store,English,French
2176,2025-09-25T02:17:00,FR,referral,English,English
2177,2025-09-25T20:23:00,Pl,organic,English,English
2178,2025-09-25T17:45:00,JP,social,English,French
2179,2025-09-25T02:10:00,Pl,paid_search,English,French
2180,2025-09-25T13:32:00,UK,social,English,English
2181,2025-09-25T00:15:00,JP,paid_search,English,French
2182,2025-09-25T01:14:00,FR,organic,English,English
2183,2025-09-26T19:15:00,FR,paid_search,English,English
2184,2025-09-26T19:16:00,us,social,English,Spanish
2185,2025-09-26T13:09:00,MX,organic,English,German
2186,2025-09-26T22:33:00,MX,social,English,Japanese
2187,2025-09-26T12:46:00, US,referral,English,Japanese
2188,2025-09-26T10:41:00,FR,organic,English,French
2189,2025-09-26T18:23:00,JP,organic,English,French
2190,2025-09-26T13:52:00,MX,organic,English,English
2191,2025-09-26T21:19:00,MX,paid_search,English,English
2192,2025-09-26T10:18:00,IN,paid_search,English,German
2193,2025-09-26T22:07:00,JP,paid_search,English,Spanish
2194,2025-09-26T11:40:00,FR,organic,English,German
2195,2025-09-26T06:42:00,Pl,paid_search,English,Spanish
2196,2025-09-26T17:14:00,FR,organic,English,Italian
2197,2025-09-26T20:33:00,UK,organic,English,German
2198,2025-09-26T08:43:00,GB,paid_search,English,Japanese
2199,2025-09-26T17:01:00, US,paid_search,English,English
2200,2025-09-26T03:44:00,IN,referral,English,English
2201,2025-09-26T10:11:00,MX,organic,English,English
2202,2025-09-26T08:26:00,BR,social,English,Japanese
2203,2025-09-26T22:03:00,us,social,English,Japanese
2204,2025-09-26T11:32:00,DE,paid_search,English,Spanish
2205,2025-09-26T13:09:00,Pl,social,English,English
2206,2025-09-27T03:00:00,FR,organic,English,English
2207,2025-09-27T23:55:00,MX,organic,English,German
2208,2025-09-27T20:26:00,pl ,organic,English,Italian
2209,2025-09-27T01:02:00,pl ,organic,English,Japanese
2210,2025-09-27T07:09:00,FR,social,English,German
2211,2025-09-27T11:16:00,br,paid_search,English,Japanese
2212,2025-09-27T19:18:00,FR,organic,English,English
2213,2025-09-27T21:15:00,ES,social,English,Italian
2214,2025-09-27T08:20:00,us,organic,English,Japanese
2215,2025-09-27T21:36:00,MX,paid_search,English,Japanese
2216,2025-09-27T01:02:00,br,social,English,French
2217,2025-09-27T12:58:00,br,social,English,English
2218,2025-09-27T13:48:00,JP,organic,English,English
2219,2025-09-27T21:42:00,JP,organic,English,French
2220,2025-09-27T06:12:00,DE,paid_search,English,French
2221,2025-09-27T03:30:00,UK,organic,English,Italian
2222,2025-09-27T05:19:00, US,app_store,English,French
2223,2025-09-27T07:05:00,MX,organic,English,French
2224,2025-09-27T08:46:00,JP,social,English,Japanese
2225,2025-09-27T08:31:00,MX,paid_search,English,Japanese
2226,2025-09-27T20:57:00,FR,organic,English,Japanese
2227,2025-09-27T16:40:00,ES,paid_search,English,Italian
2228,2025-09-27T23:08:00,UK,organic,English,English
2229,2025-09-27T23:36:00,UK,paid_search,English,Japanese
2230,2025-09-27T20:21:00,pl ,paid_search,English,Japanese
2231,2025-09-27T07:26:00,us,social,English,English
2232,2025-09-27T01:45:00,FR,referral,English,English
2233,2025-09-27T13:12:00,MX,paid_search,English,Spanish
2234,2025-09-27T01:58:00,DE,social,English,German
2235,2025-09-28T16:21:00,MX,referral,English,Japanese
2236,2025-09-28T08:01:00,MX,organic,English,English
2237,2025-09-28T05:45:00,GB,social,English,German
2238,2025-09-28T14:28:00,br,social,English,Spanish
2239,2025-09-28T17:09:00, US,app_store,English,Spanish
2240,2025-09-28T21:20:00,de,organic,English,French
2241,2025-09-28T20:11:00,BR,organic,English,German
2242,2025-09-28T19:47:00,DE,social,English,Japanese
2243,2025-09-28T15:41:00,MX,organic,English,Japanese
2244,2025-09-28T09:38:00,MX,paid_search,English,Italian
2245,2025-09-28T02:52:00,JP,paid_search,English,German
2246,2025-09-28T19:27:00,BR,social,English,Spanish
2247,2025-09-28T03:10:00,GB,organic,English,Japanese
2248,2025-09-28T02:24:00,Pl,organic,English,Japanese
2249,2025-09-28T04:50:00,br,app_store,English,Spanish
2250,2025-09-28T16:19:00,ES,organic,English,Italian
2251,2025-09-28T11:23:00, US,social,English,English
2252,2025-09-28T08:09:00,br,paid_search,English,Spanish
2253,2025-09-28T15:25:00,pl ,referral,English,French
2254,2025-09-28T08:17:00,ES,organic,English,Japanese
2255,2025-09-28T21:11:00,MX,paid_search,English,Japanese
2256,2025-09-28T03:40:00, US,paid_search,English,German
2257,2025-09-28T15:52:00,PL,organic,English,Spanish
2258,2025-09-28T12:01:00,GB,paid_search,English,Japanese
2259,2025-09-28T07:07:00,PL,organic,English,Spanish
2260,2025-09-28T22:41:00,br,paid_search,English,English
2261,2025-09-28T19:42:00,FR,organic,English,Spanish
2262,2025-09-28T07:39:00,pl ,social,English,German
2263,2025-09-28T21:21:00,UK,organic,English,Spanish
2264,2025-09-29T22:10:00, US,app_store,English,Italian
2265,2025-09-29T22:29:00,MX,referral,English,French
2266,2025-09-29T12:04:00,IN,paid_search,English,Italian
2267,2025-09-29T03:03:00,JP,app_store,English,Spanish
2268,2025-09-29T10:24:00,ES,organic,English,German
2269,2025-09-29T09:37:00,JP,organic,English,English
2270,2025-09-29T02:13:00,br,paid_search,English,Italian
2271,2025-09-29T11:02:00,DE,organic,English,French
2272,2025-09-29T00:07:00,PL,social,English,English
2273,2025-09-29T22:53:00,IN,organic,English,Japanese
2274,2025-09-29T14:59:00,FR,social,English,English
2275,2025-09-29T08:15:00,BR,paid_search,English,French
2276,2025-09-29T13:48:00,PL,app_store,English,Italian
2277,2025-09-29T21:35:00,br,social,English,French
2278,2025-09-29T17:43:00,PL,paid_search,English,Japanese
2279,2025-09-29T08:50:00,JP,organic,English,Spanish
2280,2025-09-29T16:27:00,IN,organic,English,Spanish
2281,2025-09-29T12:11:00,DE,paid_search,English,French
2282,2025-09-29T17:29:00,DE,app_store,English,Japanese
2283,2025-09-29T07:35:00,de,referral,English,English
2284,2025-09-29T15:44:00,br,organic,English,English
2285,2025-09-29T10:26:00, US,organic,English,Spanish
2286,2025-09-29T05:25:00, US,referral,English,Italian
2287,2025-09-30T20:42:00,IN,organic,English,Italian
2288,2025-09-30T17:39:00, US,organic,English,Japanese
2289,2025-09-30T11:20:00,BR,organic,English,Japanese
2290,2025-09-30T06:25:00,FR,social,English,Italian
2291,2025-09-30T06:32:00,MX,social,English,Japanese
2292,2025-09-30T20:06:00,IN,social,English,Japanese
2293,2025-09-30T04:34:00,ES,organic,English,Japanese
2294,2025-09-30T13:57:00,MX,organic,English,Italian
2295,2025-09-30T00:10:00,Pl,paid_search,English,Italian
2296,2025-09-30T04:59:00,FR,organic,English,Italian
2297,2025-09-30T11:22:00,IN,paid_search,English,German
2298,2025-09-30T11:26:00,US,paid_search,English,German
2299,2025-09-30T12:30:00,MX,app_store,English,Spanish
2300,2025-09-30T04:46:00,BR,social,English,French
2301,2025-09-30T06:50:00,FR,organic,English,Spanish
2302,2025-09-30T00:11:00,de,app_store,English,French
2303,2025-09-30T02:06:00,GB,social,English,English
2304,2025-09-30T07:43:00,MX,social,English,Japanese
2305,2025-09-30T00:04:00,ES,social,English,Japanese
2306,2025-09-30T04:22:00,BR,paid_search,English,Japanese
2307,2025-09-30T08:57:00,UK,social,English,English
2308,2025-09-30T14:07:00,us,paid_search,English,French
2309,2025-09-30T16:41:00,us,paid_search,English,Italian
2310,2025-10-01T20:28:00, US,organic,English,Japanese
2311,2025-10-01T21:03:00,us,paid_search,English,German
2312,2025-10-01T04:17:00,MX,organic,English,French
2313,2025-10-01T18:41:00,br,organic,English,English
2314,2025-10-01T16:06:00,de,organic,English,Spanish
2315,2025-10-01T01:15:00,JP,app_store,English,German
2316,2025-10-01T12:20:00,JP,organic,English,Italian
2317,2025-10-01T06:27:00,Pl,organic,English,French
2318,2025-10-01T06:58:00,JP,paid_search,English,English
2319,2025-10-01T11:31:00,FR,organic,English,French
2320,2025-10-01T16:00:00,DE,social,English,English
2321,2025-10-01T07:37:00,JP,social,English,French
2322,2025-10-01T22:01:00,IN,organic,English,French
2323,2025-10-01T20:15:00,JP,app_store,English,English
2324,2025-10-01T07:07:00,US,paid_search,English,Spanish
2325,2025-10-01T23:53:00,Pl,social,English,Spanish
2326,2025-10-01T21:24:00,de,social,English,Spanish
2327,2025-10-01T14:04:00,MX,organic,English,Spanish
2328,2025-10-01T22:58:00,us,organic,English,English
2329,2025-10-01T00:48:00,GB,organic,English,Italian
2330,2025-10-01T13:09:00,IN,social,English,German
2331,2025-10-01T23:22:00,BR,app_store,English,Spanish
2332,2025-10-01T14:19:00,GB,organic,English,Japanese
2333,2025-10-02T22:49:00,MX,referral,English,French
2334,2025-10-02T22:53:00,JP,organic,English,Japanese
2335,2025-10-02T12:24:00,GB,app_store,English,Japanese
2336,2025-10-02T23:02:00,de,paid_search,English,German
2337,2025-10-02T00:59:00,IN,social,English,Spanish
2338,2025-10-02T09:19:00, US,social,English,English
2339,2025-10-02T17:05:00, US,paid_search,English,French
2340,2025-10-02T20:48:00,ES,organic,English,Japanese
2341,2025-10-02T04:43:00,JP,referral,English,Japanese
2342,2025-10-02T07:44:00,FR,organic,English,Italian
2343,2025-10-02T23:25:00,DE,app_store,English,Spanish
2344,2025-10-02T21:57:00,BR,referral,English,German
2345,2025-10-02T13:42:00,br,paid_search,English,English
2346,2025-10-02T02:42:00,FR,paid_search,English,Spanish
2347,2025-10-02T22:33:00,UK,organic,English,Spanish
2348,2025-10-02T17:54:00,US,social,English,French
2349,2025-10-02T16:05:00,GB,organic,English,German
2350,2025-10-02T23:19:00,FR,social,English,Italian
2351,2025-10-02T20:13:00,IN,paid_search,English,English
2352,2025-10-02T11:12:00,US,social,English,Italian
2353,2025-10-02T18:10:00,MX,paid_search,English,Spanish
2354,2025-10-02T10:10:00,UK,social,English,Italian
2355,2025-10-02T11:08:00,MX,paid_search,English,Italian
2356,2025-10-03T11:22:00,GB,paid_search,English,Japanese
2357,2025-10-03T23:15:00,BR,app_store,English,Japanese
2358,2025-10-03T08:28:00,ES,paid_search,English,French
2359,2025-10-03T13:57:00,PL,app_store,English,English
2360,2025-10-03T23:39:00,FR,paid_search,English,Italian
2361,2025-10-03T20:47:00,BR,referral,English,Italian
2362,2025-10-03T08:40:00,ES,organic,English,German
2363,2025-10-03T01:01:00,FR,paid_search,English,Japanese
2364,2025-10-03T22:13:00,ES,organic,English,French
2365,2025-10-03T07:19:00,br,organic,English,Italian
2366,2025-10-03T13:57:00,PL,paid_search,English,English
2367,2025-10-03T22:38:00,BR,paid_search,English,German
2368,2025-10-03T04:39:00,DE,organic,English,German
2369,2025-10-03T00:26:00,JP,social,English,Italian
2370,2025-10-03T06:14:00,ES,organic,English,Italian
2371,2025-10-03T00:32:00,US,social,English,Italian
2372,2025-10-03T10:25:00,ES,referral,English,French
2373,2025-10-03T01:33:00,pl ,referral,English,English
2374,2025-10-03T21:07:00,FR,organic,English,English
2375,2025-10-03T08:09:00,JP,social,English,English
2376,2025-10-03T03:20:00,ES,organic,English,Spanish
2377,2025-10-03T12:23:00,IN,social,English,Spanish
2378,2025-10-03T06:05:00,ES,paid_search,English,Japanese
2379,2025-10-04T18:27:00,br,app_store,English,Italian
2380,2025-10-04T18:41:00,pl ,paid_search,English,English
2381,2025-10-04T00:17:00,JP,referral,English,German
2382,2025-10-04T19:16:00,IN,app_store,English,Japanese
2383,2025-10-04T22:25:00,IN,app_store,English,Japanese
2384,2025-10-04T12:01:00,DE,paid_search,English,German
2385,2025-10-04T08:44:00,IN,organic,English,English
2386,2025-10-04T06:28:00,JP,organic,English,Japanese
2387,2025-10-04T17:07:00,IN,app_store,English,German
2388,2025-10-04T16:26:00,MX,organic,English,Spanish
2389,2025-10-04T02:40:00,UK,social,English,English
2390,2025-10-04T10:12:00,ES,referral,English,Japanese
2391,2025-10-04T12:42:00,PL,organic,English,Italian
2392,2025-10-04T12:54:00,ES,organic,English,French
2393,2025-10-04T23:27:00,IN,referral,English,Italian
2394,2025-10-04T12:59:00,JP,social,English,French
2395,2025-10-04T12:51:00,US,paid_search,English,English
2396,2025-10-04T03:44:00,JP,organic,English,English
2397,2025-10-04T01:22:00,IN,organic,English,English
2398,2025-10-04T15:48:00,de,paid_search,English,German
2399,2025-10-04T05:44:00,de,social,English,Italian
2400,2025-10-04T07:56:00,FR,organic,English,Italian
2401,2025-10-04T20:35:00,de,organic,English,Italian
2402,2025-10-04T13:32:00,IN,paid_search,English,French
2403,2025-10-04T15:21:00,FR,paid_search,English,English
2404,2025-10-04T15:37:00,UK,organic,English,German
2405,2025-10-04T13:59:00,pl ,social,English,French
2406,2025-10-04T03:24:00,ES,organic,English,Italian
2407,2025-10-04T23:26:00,de,organic,English,German
2408,2025-10-04T08:36:00,JP,organic,English,French
2409,2025-10-05T06:43:00,pl ,organic,English,Italian
2410,2025-10-05T21:24:00,MX,organic,English,French
2411,2025-10-05T14:40:00,ES,organic,English,Spanish
2412,2025-10-05T12:55:00,DE,organic,English,Spanish
2413,2025-10-05T06:32:00,UK,paid_search,English,English
2414,2025-10-05T11:02:00,MX,social,English,French
2415,2025-10-05T04:17:00,FR,referral,English,French
2416,2025-10-05T17:45:00,us,organic,English,Italian
2417,2025-10-05T21:29:00,DE,paid_search,English,Italian
2418,2025-10-05T00:54:00,FR,paid_search,English,French
2419,2025-10-05T16:51:00,JP,organic,English,Spanish
2420,2025-10-05T06:50:00,MX,paid_search,English,Spanish
2421,2025-10-05T02:02:00,MX,social,English,Japanese
2422,2025-10-05T23:31:00, US,organic,English,German
2423,2025-10-05T02:19:00, US,organic,English,Italian
2424,2025-10-05T08:47:00,JP,organic,English,French
2425,2025-10-05T16:28:00,pl ,paid_search,English,German
2426,2025-10-05T10:06:00,MX,organic,English,English
2427,2025-10-05T18:39:00,FR,paid_search,English,French
2428,2025-10-05T18:57:00, US,organic,English,French
2429,2025-10-05T14:47:00,UK,social,English,Japanese
2430,2025-10-05T08:11:00,MX,social,English,English
2431,2025-10-05T00:30:00,IN,organic,English,English
2432,2025-10-05T03:08:00,MX,paid_search,English,German
2433,2025-10-05T22:54:00,IN,app_store,English,Italian
2434,2025-10-05T12:03:00,IN,app_store,English,French
2435,2025-10-05T13:39:00,ES,organic,English,English
2436,2025-10-05T22:34:00,IN,referral,English,Spanish
2437,2025-10-05T06:11:00,de,organic,English,German
2438,2025-10-05T16:47:00,PL,paid_search,English,Italian
2439,2025-10-06T19:10:00,US,organic,English,Japanese
2440,2025-10-06T05:46:00,DE,organic,English,Spanish
2441,2025-10-06T23:10:00,JP,organic,English,Spanish
2442,2025-10-06T05:30:00,JP,paid_search,English,Spanish
2443,2025-10-06T17:55:00,PL,organic,English,German
2444,2025-10-06T21:58:00,ES,social,English,Japanese
2445,2025-10-06T21:02:00,PL,referral,English,Italian
2446,2025-10-06T09:21:00,JP,organic,English,German
2447,2025-10-06T07:56:00,de,organic,English,Spanish
2448,2025-10-06T16:53:00,Pl,organic,English,Spanish
2449,2025-10-06T16:30:00,IN,referral,English,Italian
2450,2025-10-06T09:02:00,us,organic,English,Japanese
2451,2025-10-06T12:42:00,ES,social,English,Spanish
2452,2025-10-06T21:48:00,JP,app_store,English,English
2453,2025-10-06T21:23:00,ES,organic,English,German
2454,2025-10-06T21:27:00,de,app_store,English,Japanese
2455,2025-10-06T18:12:00,UK,app_store,English,English
2456,2025-10-06T15:28:00,IN,paid_search,English,English
2457,2025-10-06T22:16:00,IN,referral,English,Spanish
2458,2025-10-06T01:07:00,BR,organic,English,German
2459,2025-10-06T04:13:00,ES,app_store,English,English
2460,2025-10-06T00:53:00,br,organic,English,French
2461,2025-10-06T18:01:00,IN,paid_search,English,Italian
2462,2025-10-06T19:24:00,Pl,paid_search,English,French
2463,2025-10-07T13:43:00,MX,social,English,Spanish
2464,2025-10-07T05:00:00,FR,organic,English,Japanese
2465,2025-10-07T04:42:00,GB,social,English,French
2466,2025-10-07T04:34:00,JP,app_store,English,French
2467,2025-10-07T09:26:00,DE,paid_search,English,Italian
2468,2025-10-07T21:43:00,FR,app_store,English,English
2469,2025-10-07T00:35:00,br,paid_search,English,German
2470,2025-10-07T07:27:00,IN,referral,English,Spanish
2471,2025-10-07T10:02:00,GB,organic,English,French
2472,2025-10-07T13:10:00,IN,paid_search,English,Japanese
2473,2025-10-07T21:27:00,IN,app_store,English,Italian
2474,2025-10-07T16:42:00,PL,paid_search,English,English
2475,2025-10-07T16:54:00,ES,social,English,German
2476,2025-10-07T21:45:00,MX,app_store,English,Italian
2477,2025-10-07T14:02:00,us,organic,English,English
2478,2025-10-07T13:52:00,GB,organic,English,Japanese
2479,2025-10-07T13:37:00,de,app_store,English,German
2480,2025-10-07T00:07:00,DE,organic,English,German
2481,2025-10-07T23:01:00,pl ,paid_search,English,English
2482,2025-10-07T08:26:00,Pl,paid_search,English,English
2483,2025-10-07T00:48:00,GB,app_store,English,Japanese
2484,2025-10-07T14:12:00,MX,social,English,French
2485,2025-10-07T15:34:00, US,referral,English,Spanish
2486,2025-10-07T22:12:00,IN,paid_search,English,French
2487,2025-10-08T02:08:00,pl ,organic,English,Spanish
2488,2025-10-08T20:59:00,pl ,referral,English,Spanish
2489,2025-10-08T01:50:00,ES,paid_search,English,Japanese
2490,2025-10-08T22:47:00,PL,organic,English,German
2491,2025-10-08T00:43:00,GB,organic,English,Italian
2492,2025-10-08T06:57:00,UK,social,English,German
2493,2025-10-08T13:17:00,JP,organic,English,English
2494,2025-10-08T03:43:00,MX,organic,English,Italian
2495,2025-10-08T05:34:00,MX,organic,English,French
2496,2025-10-08T08:43:00,FR,organic,English,English
2497,2025-10-08T22:42:00,br,app_store,English,French
2498,2025-10-08T08:24:00,us,social,English,French
2499,2025-10-08T23:26:00,JP,social,English,English
2500,2025-10-08T00:48:00,MX,referral,English,Italian
2501,2025-10-08T01:25:00,PL,organic,English,Japanese
2502,2025-10-08T18:18:00,ES,organic,English,French
2503,2025-10-08T06:20:00,PL,organic,English,Italian
2504,2025-10-08T15:35:00,JP,organic,English,English
2505,2025-10-08T03:49:00,Pl,paid_search,English,Spanish
2506,2025-10-08T12:41:00,pl ,referral,English,French
2507,2025-10-08T07:58:00,JP,referral,English,Japanese
2508,2025-10-08T18:14:00,PL,organic,English,German
2509,2025-10-08T13:11:00,BR,organic,English,English
2510,2025-10-08T09:40:00,FR,social,English,Japanese
2511,2025-10-09T21:12:00,MX,organic,English,English
2512,2025-10-09T16:41:00,MX,paid_search,English,French
2513,2025-10-09T04:04:00,br,social,English,English
2514,2025-10-09T13:44:00,pl ,organic,English,English
2515,2025-10-09T23:45:00,Pl,organic,English,Japanese
2516,2025-10-09T09:06:00,br,organic,English,Italian
2517,2025-10-09T11:37:00,ES,referral,English,French
2518,2025-10-09T23:51:00,JP,organic,English,Japanese
2519,2025-10-09T20:54:00,MX,paid_search,English,Italian
2520,2025-10-09T18:12:00,JP,paid_search,English,English
2521,2025-10-09T07:01:00,PL,organic,English,English
2522,2025-10-09T14:54:00,GB,organic,English,Italian
2523,2025-10-09T16:20:00,FR,social,English,French
2524,2025-10-09T17:25:00,MX,app_store,English,Italian
2525,2025-10-09T19:36:00,JP,organic,English,Spanish
2526,2025-10-09T17:51:00,US,paid_search,English,Japanese
2527,2025-10-09T19:56:00,GB,social,English,German
2528,2025-10-09T02:55:00,FR,organic,English,German
2529,2025-10-09T19:41:00,DE,app_store,English,Spanish
2530,2025-10-09T15:08:00,ES,organic,English,French
2531,2025-10-09T22:18:00,JP,referral,English,Japanese
2532,2025-10-09T02:59:00, US,paid_search,English,Japanese
2533,2025-10-09T18:22:00,JP,organic,English,Spanish
2534,2025-10-09T04:59:00,MX,organic,English,Spanish
2535,2025-10-10T08:10:00,MX,organic,English,Italian
2536,2025-10-10T11:23:00,US,organic,English,Spanish
2537,2025-10-10T03:48:00,de,referral,English,Spanish
2538,2025-10-10T18:12:00,JP,social,English,Japanese
2539,2025-10-10T15:45:00,PL,organic,English,Japanese
2540,2025-10-10T02:45:00, US,app_store,English,English
2541,2025-10-10T13:57:00,JP,app_store,English,English
2542,2025-10-10T15:43:00,de,paid_search,English,German
2543,2025-10-10T03:19:00,FR,social,English,English
2544,2025-10-10T06:39:00,IN,paid_search,English,German
2545,2025-10-10T17:46:00,IN,organic,English,English
2546,2025-10-10T11:03:00,br,organic,English,Spanish
2547,2025-10-10T13:06:00,br,paid_search,English,French
2548,2025-10-10T21:04:00,FR,organic,English,German
2549,2025-10-10T17:56:00,MX,paid_search,English,English
2550,2025-10-10T00:27:00,UK,paid_search,English,English
2551,2025-10-10T01:16:00,JP,organic,English,Spanish
2552,2025-10-10T23:42:00,FR,organic,English,English
2553,2025-10-10T13:27:00,Pl,organic,English,Italian
2554,2025-10-10T16:25:00,ES,organic,English,Italian
2555,2025-10-10T23:49:00,de,organic,English,French
2556,2025-10-10T04:18:00, US,paid_search,English,French
2557,2025-10-10T22:05:00,FR,organic,English,English
2558,2025-10-10T10:58:00,GB,paid_search,English,English
2559,2025-10-11T18:56:00,us,organic,English,English
2560,2025-10-11T16:00:00,IN,referral,English,Japanese
2561,2025-10-11T11:17:00,GB,social,English,English
2562,2025-10-11T16:35:00,US,social,English,French
2563,2025-10-11T19:22:00,PL,paid_search,English,German
2564,2025-10-11T11:09:00,GB,social,English,Japanese
2565,2025-10-11T08:33:00,MX,paid_search,English,Italian
2566,2025-10-11T15:44:00,FR,organic,English,Spanish
2567,2025-10-11T01:42:00, US,referral,English,Italian
2568,2025-10-11T17:11:00,IN,paid_search,English,Japanese
2569,2025-10-11T02:40:00,UK,referral,English,Spanish
2570,2025-10-11T03:48:00,US,app_store,English,German
2571,2025-10-11T10:22:00,ES,paid_search,English,English
2572,2025-10-11T20:07:00,MX,social,English,Japanese
2573,2025-10-11T07:07:00,FR,paid_search,English,German
2574,2025-10-11T06:12:00,br,social,English,German
2575,2025-10-11T13:13:00,br,referral,English,German
2576,2025-10-11T09:25:00,ES,paid_search,English,Spanish
2577,2025-10-11T06:06:00,br,organic,English,French
2578,2025-10-11T09:08:00,FR,paid_search,English,English
2579,2025-10-11T10:35:00,br,social,English,Spanish
2580,2025-10-11T08:26:00,ES,social,English,German
2581,2025-10-11T00:32:00,us,social,English,Japanese
2582,2025-10-11T23:53:00,IN,paid_search,English,Italian
2583,2025-10-11T04:40:00,JP,referral,English,Japanese
2584,2025-10-11T22:58:00,JP,organic,English,Italian
2585,2025-10-11T17:51:00,Pl,social,English,English
2586,2025-10-11T03:30:00,JP,social,English,Japanese
2587,2025-10-11T07:05:00,PL,app_store,English,Italian
2588,2025-10-11T20:10:00,MX,organic,English,German
2589,2025-10-11T06:00:00,Pl,social,English,Japanese
2590,2025-10-12T03:20:00,MX,paid_search,English,Japanese
2591,2025-10-12T13:14:00,UK,paid_search,English,English
2592,2025-10-12T00:12:00,DE,referral,English,German
2593,2025-10-12T20:45:00,JP,social,English,French
2594,2025-10-12T09:47:00,ES,app_store,English,French
2595,2025-10-12T17:45:00,de,organic,English,French
2596,2025-10-12T09:55:00,ES,organic,English,English
2597,2025-10-12T10:37:00,de,organic,English,French
2598,2025-10-12T23:56:00,UK,organic,English,Spanish
2599,2025-10-12T23:30:00,PL,organic,English,French
2600,2025-10-12T07:53:00,MX,social,English,Italian
2601,2025-10-12T00:55:00,BR,social,English,Japanese
2602,2025-10-12T20:13:00,FR,paid_search,English,Japanese
2603,2025-10-12T09:02:00,us,paid_search,English,Italian
2604,2025-10-12T07:26:00,FR,referral,English,Italian
